artifact_id,description,analysis_profile,source_pipeline,public_target,path,claim_id,table_filter,figure_destination,validation_status,file_exists,file_hash,file_modified
revision_hvar_fit_importance,Model fit versus human importance,hvarpart_diagnostics,90_diagnostics/hvarpart/pipeline.R,file_hvarpart_fit_importance,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/Diagnostics/HVarPart/hvarpart__human_importance__adjusted_r2_overall.png,hvarpart_fit,not_applicable,figures/supplementary-figure-24-fit-importance.png,available,TRUE,d61dce8dbcebecd9a020ea7c62afdd7c,2026-09-16 18:41:13.65098
revision_h1_spatial_signed,Signed counterpart to controlled spatial H1,spd_spatiotemporal_balance,02_h1_spatiotemporal_hvarpart/05_spatial_aggregation/spd_human_climate_balance/pipeline.R,file_h1_spatial_signed,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Spatial/SPD/spd__human_climate_balance__untruncated_hierarchical_contribution_difference__time_and_space_control.png,h1_spatial,not_applicable,figures/supplementary-figure-25-h1-spatial-signed.png,available,TRUE,ce271e87b5363b2db1dc5acd37a50062,2026-09-16 18:24:22.7964
revision_h1_temporal_signed,Signed counterpart to controlled temporal H1,time_slice_spd_spatial_control,02_h1_spatiotemporal_hvarpart/04_spatial_control/spd/pipeline.R,file_h1_temporal_signed,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/HVarPart/spd_events__human_climate_space__untruncated_hierarchical_contributions__space_control.png,h1_temporal,not_applicable,figures/supplementary-figure-26-h1-temporal-signed.png,available,TRUE,6c03c1d9e97a5007174eb949cea2e048,2026-08-30 21:21:51.718708
revision_h2_signed,Signed counterpart to H2,h2_interrelationships,05_h2_interrelationships/pipeline.R,file_h2_signed,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H2/Interrelationships/predictor_interrelationships_untruncated_hierarchical_contributions.png,h2_interrelationships,not_applicable,figures/supplementary-figure-27-h2-signed.png,available,TRUE,36b55c4bc0e803f4b6e1eabb68ba699d,2026-09-16 21:08:07.09264
revision_pollen_retention_figure,Pollen retention and bias-coverage diagnostic,pollen_threshold_diagnostic,01_data_preparation/pollen_thresholds/pipeline.R,file_pollen_retention_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/Data/pollen__threshold_retention__overall.png,pollen_retention,not_applicable,figures/supplementary-figure-28-pollen-retention.png,available,TRUE,420ea7b86ee2e43682f1a52d86359614,2026-06-02 10:39:51.777777
revision_pap_collinearity_figure,PAP correlation diagnostic,pap_collinearity,91_sensitivity_analyses/pap_collinearity/pipeline.R,file_pap_collinearity_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Spatial/SPD/Predictor_collinearity/spd__pap_collinearity__hvarpart_influence.png,pap_collinearity,not_applicable,figures/supplementary-figure-29-pap-collinearity.png,available,TRUE,a15d1d91273e9f7e05258433dab8c8be,2026-08-31 16:44:09.694532
revision_pap_reduced_figure,Reduced-PAP H1 sensitivity,pap_collinearity,91_sensitivity_analyses/pap_collinearity/pipeline.R,file_pap_reduced_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Spatial/SPD/Predictor_collinearity/spd__human_climate_balance__reduced_predictors.png,pap_collinearity,not_applicable,figures/supplementary-figure-30-pap-reduced.png,available,TRUE,ed560b66766f1458e734f63216ffcd56,2026-08-31 16:44:44.047318
revision_moran_figure,Moran sensitivity for controlled spatial H1,spd_spatiotemporal_balance,90_diagnostics/spatiotemporal_dependence/pipeline.R,file_moran_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Spatial/SPD/Spatial_dependence/spd__human_climate_balance__moran_i__zero_truncated_hierarchical_composition__time_and_space_control.png,reciprocal_controls,not_applicable,figures/supplementary-figure-31-moran.png,available,TRUE,91d280b3224eb51554f9d265ff58650b,2026-08-28 13:18:51.572617
revision_thinning_figure,Spatial thinning sensitivity for controlled spatial H1,spd_spatiotemporal_balance,90_diagnostics/spatiotemporal_dependence/pipeline.R,file_thinning_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Spatial/SPD/Spatial_dependence/spd__human_climate_balance__spatial_thinning__zero_truncated_hierarchical_composition__time_and_space_control.png,reciprocal_controls,not_applicable,figures/supplementary-figure-32-thinning.png,available,TRUE,f39bb7266d991aa9ba4ffdd3877ef322,2026-08-30 21:21:51.57951
revision_leave_out_figure,Leave-one-group-out H1 sensitivity,spd_spatiotemporal_balance,90_diagnostics/spatiotemporal_dependence/pipeline.R,file_leave_out_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Spatial/SPD/Spatial_dependence/spd__human_climate_balance__leave_out.png,reciprocal_controls,not_applicable,figures/supplementary-figure-33-leave-out.png,available,TRUE,2a6acea1cb48a0c86ca4a2eb8ceb0ab7,2026-09-16 18:44:59.142944
revision_unique_figure,Unique adjusted R2 fractions for temporal H1,spd_events_spatial_control,90_diagnostics/spatiotemporal_dependence/pipeline.R,file_unique_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/HVarPart/spd_events__human_climate_space__unique_adjusted_r2__space_control.png,reciprocal_controls,not_applicable,figures/supplementary-figure-34-unique-r2.png,available,TRUE,31d1c495d4c06930ac10dfa1d8b0e3fa,2026-08-30 21:21:51.718708
revision_radius_spatial_figure,Strict-radius spatial comparison,spd_radius,91_sensitivity_analyses/spd_radius/pipeline.R,file_radius_spatial_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Spatial/SPD/spd__radius_comparison__spatial_zero_truncated_human_climate_balance.png,spd_radius,not_applicable,figures/supplementary-figure-35-spd-radius-spatial.png,available,TRUE,3e755c5aa94ec6fcfd7dff5dd0fe7ee8,2026-09-16 18:42:19.244196
revision_radius_temporal_figure,Strict-radius temporal profile comparison,spd_radius,91_sensitivity_analyses/spd_radius/pipeline.R,file_radius_temporal_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/HVarPart/spd__radius_comparison__temporal_human__zero_truncated_hierarchical_composition__space_control.png,spd_radius,not_applicable,figures/supplementary-figure-36-spd-radius-temporal.png,available,TRUE,a6ff3fbbc4e60269b33a70411b31df10,2026-08-31 15:35:20.261362
revision_radius_change_figure,Strict-radius temporal change comparison,spd_radius,91_sensitivity_analyses/spd_radius/pipeline.R,file_radius_change_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/HVarPart/spd__radius_comparison__temporal_human__zero_truncated_hierarchical_composition_change__space_control.png,spd_radius,not_applicable,figures/supplementary-figure-37-spd-radius-change.png,available,TRUE,11efe3702a5e04c79d5e4c7685341944,2026-08-31 15:35:20.938618
revision_event_spatial_figure,Spatial SPD versus event inclusion comparison,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,file_event_spatial_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Sensitivity/Human_event_inclusion/events__inclusion_comparison__spatial_zero_truncated_human_climate_balance.png,event_sensitivity,not_applicable,figures/supplementary-figure-38-event-spatial.png,available,TRUE,48e1c396846cd139009c24957b43318f,2026-08-31 15:36:20.348553
revision_event_temporal_figure,Temporal SPD versus event profile comparison,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,file_event_temporal_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Sensitivity/Human_event_inclusion/events__inclusion_comparison__temporal_zero_truncated_human_share__space_control__all_data.png,event_sensitivity,not_applicable,figures/supplementary-figure-39-event-temporal.png,available,TRUE,453f321e4b51c549c459de6a471ae8a1,2026-08-31 20:41:24.719139
revision_event_change_figure,Temporal SPD versus event change comparison,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,file_event_change_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Sensitivity/Human_event_inclusion/events__inclusion_comparison__temporal_zero_truncated_human_share_change__space_control__all_data.png,event_sensitivity,not_applicable,figures/supplementary-figure-40-event-change.png,available,TRUE,da7efd310e4f2ecae86ab0433d39564c,2026-08-31 20:41:25.307981
